,0
0,0.17438983172178268
0,0.4203776717185974
0,0.22939294576644897
0,0.09533116221427917
0,0.4938163459300995
0,0.3330783247947693
0,0.43828772008419037
0,0.12598702311515808
0,0.2876701056957245
0,0.24252218008041382
0,0.31591223180294037
0,0.11111018061637878
0,0.3587608188390732
0,0.20838063955307007
0,0.37780940532684326
0,0.664665162563324
0,0.3532923460006714
0,0.5884818434715271
0,0.2127656638622284
0,0.1443013995885849
0,0.20315071940422058
0,0.40041154623031616
0,0.18657395243644714
0,0.4081190824508667
0,0.5152930915355682
0,0.2849979102611542
0,0.4998835325241089
0,0.3160094618797302
0,0.25818437337875366
0,0.24998563528060913
0,0.47536084055900574
0,0.1999930739402771
0,0.13925741612911224
0,0.23927782475948334
0,0.35342592000961304
0,0.2574462592601776
0,0.28392409533262253
0,0.12909600138664246
0,0.21817868947982788
0,0.4092788100242615
0,0.5943488478660583
0,0.44713008403778076
0,0.5771712064743042
0,0.2809467166662216
0,0.5893745124340057
0,0.7064207792282104
0,0.5079993605613708
0,0.22940438985824585
0,0.3159446120262146
0,0.13683413714170456
0,0.2772902846336365
0,0.30148690938949585
0,0.25490185618400574
0,0.35916899144649506
0,0.2006520926952362
0,0.5991935133934021
0,0.21305745840072632
0,0.15673063695430756
0,0.175289124250412
0,0.23447225987911224
0,0.31619828939437866
0,0.28392788767814636
0,0.35191915929317474
0,0.4221495985984802
0,0.37573812901973724
0,0.25063130259513855
0,0.1999930739402771
0,0.2449474036693573
0,0.2576293796300888
0,0.5993499159812927
0,0.34087178111076355
0,0.17610453069210052
0,0.25698086619377136
0,0.6415748447179794
0,0.2121724933385849
0,0.4187106490135193
0,0.19815537333488464
0,0.706771731376648
0,0.33329957723617554
0,0.3756064772605896
0,0.2697715684771538
0,0.22939294576644897
0,0.27159497141838074
0,0.3534697890281677
0,0.576980471611023
0,0.706771731376648
0,0.3009929582476616
0,0.7064207792282104
0,0.4469527006149292
0,0.23689934611320496
0,0.2625980079174042
0,0.9990460872650146
0,0.706771731376648
0,0.13867279887199402
0,0.2849082797765732
0,0.5054664313793182
0,0.2670535445213318
0,0.5892677158117294
0,0.24252218008041382
0,0.3307513892650604
0,0.10972687602043152
0,0.2498301863670349
0,0.2576103061437607
0,0.44321244955062866
0,0.5290641188621521
0,0.32051657140254974
0,0.17960065603256226
0,0.1638641208410263
0,0.8901747465133667
0,0.2261466681957245
0,0.4998835325241089
0,0.4223785102367401
0,0.19658371806144714
0,0.3372344672679901
0,0.37770068645477295
0,0.20838922262191772
0,0.10218476876616478
0,0.2811107560992241
0,0.23567765951156616
0,0.20944687724113464
0,0.2683238685131073
0,0.32013510912656784
0,0.40343281626701355
0,0.576980471611023
0,0.2959079444408417
0,0.3924331068992615
0,0.2772483229637146
0,0.18707846105098724
0,0.42024797201156616
0,0.31610673666000366
0,0.33178137242794037
0,0.39418410509824753
0,0.5461539626121521
0,0.171354278922081
0,0.36666297167539597
0,0.13130471110343933
0,0.706771731376648
0,0.33300015330314636
0,0.37780940532684326
0,0.27733033895492554
0,0.25308988988399506
0,0.2748393714427948
0,0.706771731376648
0,0.3180808871984482
0,0.24993985891342163
0,0.18687723577022552
0,0.34409138560295105
0,0.218106210231781
0,0.2885589003562927
0,0.26724427938461304
0,0.41847795248031616
0,0.1924094557762146
0,0.7652243971824646
0,0.3331908583641052
0,0.22358602285385132
0,0.2921847999095917
0,0.2442598193883896
0,0.18896955251693726
0,0.12038418650627136
0,0.706771731376648
0,0.221464142203331
0,0.5270271152257919
0,0.2423953413963318
0,0.4998835325241089
0,0.6455421149730682
0,0.20847982168197632
0,0.35812562704086304
0,0.24498841166496277
0,0.5292853713035583
0,0.5544547885656357
0,0.17960065603256226
0,0.2285280078649521
0,0.1493367999792099
0,0.274410218000412
0,0.3368701785802841
0,0.22312258183956146
0,0.3839683383703232
0,0.2505321204662323
0,0.12526416033506393
0,0.3454875871539116
0,0.2538757249712944
0,0.33322709798812866
0,0.33329957723617554
0,0.1794852614402771
0,0.6209106147289276
0,0.9990460872650146
0,0.22092434763908386
0,0.1581105887889862
0,0.16012093424797058
0,0.5686072707176208
0,0.2530517280101776
0,0.22067546099424362
0,0.20998188853263855
0,0.1593599170446396
0,0.5771712064743042
0,0.2643585056066513
0,0.4997595548629761
0,0.5809935927391052
0,0.20411676168441772
0,0.11043068766593933
0,0.6095390021800995
0,0.5457000136375427
0,0.0751643031835556
0,0.16011711955070496
0,0.1601247489452362
0,0.39560507237911224
0,0.221614807844162
0,0.4389457106590271
0,0.23567765951156616
0,0.0541529506444931
0,0.087705597281456
0,0.24652479588985443
0,0.3330325782299042
0,0.2083987593650818
0,0.567741334438324
0,0.17149445414543152
0,0.4470423460006714
0,0.9990460872650146
0,0.1524505317211151
0,0.18892377614974976
0,0.23567765951156616
0,0.4997595548629761
0,0.706771731376648
0,0.706771731376648
0,0.4633464217185974
0,0.18567746877670288
0,0.4078425168991089
0,0.30663105845451355
0,0.34889599680900574
0,0.2631931006908417
0,0.3339843451976776
0,0.5006255805492401
0,0.7064207792282104
0,0.7064207792282104
0,0.2663821876049042
0,0.20819947123527527
0,0.22504615038633347
0,0.14415358006954193
0,0.44713008403778076
0,0.5459441542625427
0,0.16208266466856003
0,0.9995306730270386
0,0.183193176984787
0,0.33329957723617554
0,0.2897128760814667
0,0.4206695258617401
0,0.24135491251945496
0,0.2672252058982849
0,0.1825684905052185
0,0.2581328749656677
0,0.24270150065422058
0,0.3499927371740341
0,0.23402783274650574
0,0.2356519103050232
0,0.7064207792282104
0,0.2615508735179901
0,0.3159789443016052
0,0.17436503618955612
0,0.05136655271053314
0,0.2703704759478569
0,0.2417735904455185
0,0.3074893653392792
0,0.31131552159786224
0,0.24993985891342163
0,0.32799719274044037
0,0.49963366985321045
0,0.4187106490135193
0,0.2781314551830292
0,0.27726930379867554
0,0.16771315038204193
0,0.706771731376648
0,0.41205212473869324
0,0.22940438985824585
0,0.2095641791820526
0,0.17953871190547943
0,0.2886294722557068
0,0.14334581792354584
0,0.33531568944454193
0,0.33329957723617554
0,0.706771731376648
0,0.49963366985321045
0,0.3534697890281677
0,0.2084168791770935
0,0.21820825338363647
0,0.34432409703731537
0,0.27274131029844284
0,0.3596286475658417
0,0.2672252058982849
0,0.3535117506980896
0,0.10553979501128197
0,0.9990460872650146
0,0.12395331263542175
0,0.4006347060203552
0,0.12468717992305756
0,0.9990460872650146
0,0.9990460872650146
0,0.706771731376648
0,0.24243825674057007
0,0.23864363133907318
0,0.27733033895492554
0,0.4629935622215271
0,0.18568319082260132
0,0.38314054906368256
0,0.14569567888975143
0,0.4081839323043823
0,0.3014602065086365
0,0.6990699172019958
0,0.14002320170402527
0,0.49963366985321045
0,0.29450224339962006
0,0.19998544454574585
0,0.27014730870723724
0,0.26163479685783386
0,0.28223608434200287
0,0.27011486887931824
0,0.24989408254623413
0,0.12567424029111862
0,0.2698535844683647
0,0.104826420545578
0,0.45271676778793335
0,0.23162554949522018
0,0.13146208226680756
0,0.21398448199033737
0,0.31448934972286224
0,0.49963366985321045
0,0.30238720774650574
0,0.576980471611023
0,0.2281007617712021
0,0.12403294444084167
0,0.274410218000412
0,0.1614961475133896
0,0.23552030324935913
0,0.1833953782916069
0,0.579433411359787
0,0.4998835325241089
0,0.29869458079338074
0,0.126918762922287
0,0.1269988715648651
0,0.1020121555775404
0,0.47648996114730835
0,0.4768142104148865
0,0.3654746413230896
0,0.3269367069005966
0,0.5261115431785583
0,0.17753028124570847
0,0.22378823161125183
0,0.407983660697937
0,0.4031390845775604
0,0.7064207792282104
0,0.5771712064743042
0,0.9990460872650146
0,0.31435200572013855
0,0.08944223821163177
0,0.19571302831172943
0,0.28865236043930054
0,0.34654420614242554
0,0.33803173899650574
0,0.2772902846336365
0,0.44713008403778076
0,0.245723694562912
0,0.43398283421993256
0,0.08574913442134857
0,0.3925437331199646
0,0.15425774455070496
0,0.39686962962150574
0,0.32019995152950287
0,0.191402405500412
0,0.1703329011797905
0,0.37791430950164795
0,0.2234629988670349
0,0.3595676124095917
0,0.3688144087791443
0,0.25065991282463074
0,0.34967800974845886
0,0.4469527006149292
0,0.706771731376648
0,0.4334411323070526
0,0.748641848564148
0,0.21318238973617554
0,0.49963366985321045
0,0.29057690501213074
0,0.43126484751701355
0,0.3490009158849716
0,0.2858085334300995
0,0.3332004249095917
0,0.1875305026769638
0,0.18108460307121277
0,0.22937005758285522
0,0.23766037821769714
0,0.11698576807975769
0,0.35491178929805756
0,0.2322549745440483
0,0.3351459205150604
0,0.2845287173986435
0,0.20710179209709167
0,0.9990460872650146
0,0.2453622668981552
0,0.17828461527824402
0,0.576980471611023
0,0.18855473399162292
0,0.4392375349998474
0,0.3535117506980896
0,0.24396702647209167
0,0.706771731376648
0,0.16632556542754173
0,0.19610971212387085
0,0.499505877494812
0,0.17123984545469284
0,0.2429819032549858
0,0.21318238973617554
0,0.5149650424718857
0,0.3535117506980896
0,0.4997595548629761
0,0.22357553243637085
0,0.19470593333244324
0,0.2886294722557068
0,0.18820855021476746
0,0.3909778445959091
0,0.24222182482481003
0,0.3312358558177948
0,0.3331908583641052
0,0.6491965651512146
0,0.2458934485912323
0,0.19944285601377487
0,0.503078430891037
0,0.4187106490135193
0,0.2169322818517685
0,0.5771712064743042
0,0.30606648325920105
0,0.25067900121212006
0,0.255245178937912
0,0.48403164744377136
0,0.17061136662960052
0,0.14605426043272018
0,0.23566526174545288
0,0.3789634108543396
0,0.5771712064743042
0,0.576980471611023
0,0.09407135844230652
0,0.23741339147090912
0,0.33304017782211304
0,0.3535117506980896
0,0.13608071208000183
0,0.5771712064743042
0,0.08443783968687057
0,0.23342320322990417
0,0.2235087752342224
0,0.5090484321117401
0,0.25802987813949585
0,0.17669004201889038
0,0.26716989278793335
0,0.20616909861564636
0,0.824088990688324
0,0.36606214940547943
0,0.4573688358068466
0,0.5472907423973083
0,0.1889762282371521
0,0.3849563002586365
0,0.1324453204870224
0,0.12522219121456146
0,0.3535117506980896
0,0.17952626943588257
0,0.706771731376648
0,0.18560117483139038
0,0.49449533224105835
0,0.28156469762325287
0,0.23607730120420456
0,0.5069465339183807
0,0.20618626475334167
0,0.1615753099322319
0,0.3120231330394745
0,0.706771731376648
0,0.6239356398582458
0,0.24681565165519714
0,0.9990460872650146
0,0.3464030623435974
0,0.8899458646774292
0,0.4452456831932068
0,0.2085065245628357
0,0.24869725108146667
0,0.49313923716545105
0,0.22988508641719818
0,0.28770827502012253
0,0.3187732398509979
0,0.5771712064743042
0,0.26724427938461304
0,0.3801746070384979
0,0.3471088111400604
0,0.2948455736041069
0,0.36913298070430756
0,0.576980471611023
0,0.253263458609581
0,0.3184795081615448
0,0.30799099802970886
0,0.195950448513031
0,0.4470423460006714
