,0,1,2
0,0.0,1.2311146714952257,47.00023651123047
0,0.0,0.9000022888183594,6.0000152587890625
0,0.0,0.9047619047619048,11.0
0,0.0,0.8593757152557373,9.000030517578125
0,0.0,0.9166695276896158,9.000053405761719
0,0.0,0.5625009536743164,2.0000076293945312
0,0.0,1.1898769909822489,15.000053405761719
0,0.0,0.984375,63.0
0,0.0,0.6418932321909312,9.000053405761719
0,0.0,0.9444444444444444,17.0
0,0.0,1.5204106544961735,30.00006103515625
0,0.0,0.9878048780487805,81.0
0,0.0,0.9512216211334477,58.00023651123047
0,0.0,0.6052643625359786,4.000022888183594
0,0.0,0.7000015258789063,3.0000076293945312
0,0.0,0.625,1.0
0,0.0,0.5714296613420758,2.0000076293945312
0,0.0,0.7600021362304688,9.000053405761719
0,0.0,1.2553217461768618,38.0001220703125
0,0.0,0.9090933799743652,65.00048065185547
0,0.0,0.7946451050894601,35.00023651123047
0,0.0,0.6111123826768663,3.0000076293945312
0,0.0,1.0206210736146908,44.00018310546875
0,0.0,0.7500019073486328,4.0000152587890625
0,0.0,1.0500030517578125,9.000045776367188
0,0.0,1.0857160295758927,23.00006103515625
0,0.0,0.8,4.0
0,0.0,0.5882366404813879,2.0000076293945312
0,0.0,0.9375,15.0
0,0.0,0.9411764705882353,16.0
0,0.0,0.6400015258789062,3.0000076293945312
0,0.0,0.9615384615384616,25.0
0,0.0,0.7777798644497863,80.00048065185547
0,0.0,1.3750019073486328,33.0001220703125
0,0.0,0.7272748080166903,5.000022888183594
0,0.0,0.6666682678976177,10.000053405761719
0,0.0,1.5000042982504402,46.00023651123047
0,0.0,0.967743904359879,57.00022888183594
0,0.0,0.8400018310546875,12.000045776367188
0,0.0,0.7500021798270089,5.000022888183594
0,0.0,0.7500019073486328,3.0000076293945312
0,0.0,0.8333333333333334,5.0
0,0.0,0.75,3.0
0,0.0,1.117120072648332,28.00011444091797
0,0.0,0.9200027465820313,8.000053405761719
0,0.0,0.5,1.0
0,0.0,0.866668701171875,9.000045776367188
0,0.0,0.95,19.0
0,0.0,0.5263161910207648,2.0000076293945312
0,0.0,1.3704864318112293,141.00094604492188
0,0.0,0.8125019073486328,6.0000152587890625
0,0.0,0.9166666666666666,11.0
0,0.0,0.7215209188340586,7.000022888183594
0,0.0,1.382982943920379,40.00022888183594
0,0.0,1.1363636363636365,39.0
0,0.0,0.7777794731987847,3.0000076293945312
0,0.0,0.5945958317937078,3.0000076293945312
0,0.0,0.7916688919067383,15.000053405761719
0,0.0,0.6157906381707442,4.000022888183594
0,0.0,0.8333355204264323,20.00011444091797
0,0.0,0.9090909090909091,10.0
0,0.0,1.000001453218006,20.00006103515625
0,0.0,1.3333378212124694,34.00023651123047
0,0.0,1.066668701171875,10.000030517578125
0,0.0,0.9181843150745739,19.00011444091797
0,0.0,0.6704561060125177,7.000022888183594
0,0.0,0.9615384615384616,25.0
0,0.0,0.9807715782752404,22.000106811523438
0,0.0,1.1046536467796149,60.00022888183594
0,0.0,1.000002179827009,4.0000152587890625
0,0.0,1.3125042915344238,19.00011444091797
0,0.0,1.07000244140625,82.0003662109375
0,0.0,1.0217417841372283,21.000106811523438
0,0.0,1.0000022114187046,23.00011444091797
0,0.0,1.0780154830175088,62.00018310546875
0,0.0,0.9090940302068536,17.00011444091797
0,0.0,1.010989010989011,46.0
0,0.0,0.6666666666666666,2.0
0,0.0,0.9,9.0
0,0.0,1.2000020345052083,13.000030517578125
0,0.0,1.9259287516276042,31.00006103515625
0,0.0,0.9047648111979166,16.000106811523438
0,0.0,0.7462700231751399,28.00011444091797
0,0.0,0.8000015258789063,6.0000152587890625
0,0.0,0.6000015258789062,2.0000076293945312
0,0.0,0.6666666666666666,2.0
0,0.0,1.365857612795946,28.00011444091797
